"date","country","city","variable","count","min","max","median","variance","sd","completeness_score","30_day_rolling_avg","z_score_all","z_score_city","over_who_limit","avg_time_24h","avg_time_8h","monthly_percent_exceeded","avg_magnitude","magnitude_score"
"2020-08-16","HR","Rijeka","dew",138,15,67.5,17.5,1058.02,32.53,1.0,17.01,0.98,2.62,NULL,NULL,NULL,NULL,NULL,NULL
"2019-01-04","AR","Buenos Aires","dew",9999,17.22,51.72,19.89,1687.22,41.08,0.74,21.83,1.54,2.61,NULL,NULL,NULL,NULL,NULL,NULL
"2019-01-03","AR","Buenos Aires","dew",9999,19.11,39.11,21.44,857.15,29.28,0.74,22.48,1.62,2.75,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-21","HR","Rijeka","dew",144,16.5,29,18.6,62.16,7.88,1.0,17.58,1.05,2.73,NULL,NULL,NULL,NULL,NULL,NULL
"2019-01-02","AR","Buenos Aires","dew",22,21,26.5,23,27.08,5.2,0.74,23.0,1.68,2.86,NULL,NULL,NULL,NULL,NULL,NULL
"2019-01-01","AR","Buenos Aires","dew",24,18,26,23,69.02,8.31,0.74,23.0,1.68,2.86,NULL,NULL,NULL,NULL,NULL,NULL
"2020-07-26","US","Indianapolis","dew",19,19,24,23,30.41,5.51,1.0,19.56,1.28,2.62,NULL,NULL,NULL,NULL,NULL,NULL
"2022-10-06","IL","Haifa","dew",9999,20.38,22.59,21.56,7.17,2.68,0.29,14.52,0.69,2.72,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-07","FR","Perpignan","dew",18,21.5,22.5,22,1.18,1.09,0.45,14.79,0.72,2.66,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-22","HR","Rijeka","dew",144,20,22.5,21,5.44,2.33,1.0,17.69,1.06,2.75,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-30","HR","Rijeka","dew",144,17,22.5,20.5,29.16,5.4,1.0,17.46,1.03,2.71,NULL,NULL,NULL,NULL,NULL,NULL
"2020-07-27","US","Indianapolis","dew",9999,18,22.5,21.5,24.27,4.93,1.0,19.63,1.28,2.63,NULL,NULL,NULL,NULL,NULL,NULL
"2022-10-07","IL","Haifa","dew",9999,20.18,22.45,21.41,7.74,2.78,0.29,15.5,0.8,2.98,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-08","FR","Perpignan","dew",9999,21.39,22.44,21.89,1.58,1.26,0.45,15.67,0.82,2.87,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-09","FR","Perpignan","dew",9999,21.28,22.38,21.79,1.97,1.4,0.45,16.35,0.9,3.04,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-10","FR","Perpignan","dew",9999,21.16,22.32,21.68,2.37,1.54,0.45,16.89,0.96,3.17,NULL,NULL,NULL,NULL,NULL,NULL
"2022-10-08","IL","Haifa","dew",9999,19.97,22.31,21.26,8.31,2.88,0.29,16.22,0.89,3.18,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-11","FR","Perpignan","dew",9999,21.05,22.26,21.58,2.76,1.66,0.45,17.31,1.01,3.27,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-12","FR","Perpignan","dew",9999,20.94,22.2,21.47,3.16,1.78,0.45,17.66,1.05,3.35,NULL,NULL,NULL,NULL,NULL,NULL
"2022-10-09","IL","Haifa","dew",9999,19.76,22.18,21.12,8.88,2.98,0.29,16.77,0.95,3.33,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-13","FR","Perpignan","dew",9999,20.83,22.14,21.37,3.55,1.88,0.45,17.94,1.09,3.42,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-14","FR","Perpignan","dew",9999,20.72,22.09,21.26,3.95,1.99,0.45,18.18,1.12,3.48,NULL,NULL,NULL,NULL,NULL,NULL
"2022-10-10","IL","Haifa","dew",9999,19.56,22.04,20.97,9.45,3.07,0.29,17.19,1.0,3.44,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-15","FR","Perpignan","dew",9999,20.61,22.03,21.16,4.34,2.08,0.45,18.38,1.14,3.52,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-23","HR","Rijeka","dew",144,14,22,16,91.46,9.56,1.0,17.65,1.05,2.74,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-17","HR","Rijeka","dew",114,17,22,19,16.97,4.12,1.0,17.42,1.03,2.7,NULL,NULL,NULL,NULL,NULL,NULL
"2020-07-22","US","Indianapolis","dew",18,21,22,21.5,2.35,1.53,1.0,19.03,1.21,2.53,NULL,NULL,NULL,NULL,NULL,NULL
"2020-07-21","US","Indianapolis","dew",19,17,22,20,31.77,5.64,1.0,18.86,1.19,2.51,NULL,NULL,NULL,NULL,NULL,NULL
"2020-07-23","US","Indianapolis","dew",22,18,22,19,15.49,3.94,1.0,19.14,1.23,2.55,NULL,NULL,NULL,NULL,NULL,NULL
"2020-07-24","US","Indianapolis","dew",21,18,22,20,13.89,3.73,1.0,19.29,1.25,2.57,NULL,NULL,NULL,NULL,NULL,NULL
"2022-10-11","IL","Haifa","dew",9999,19.35,21.9,20.82,10.02,3.17,0.29,17.52,1.04,3.53,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-08","IT","Parma","dew",9999,17.62,21.52,19.57,9.5,3.08,0.35,14.18,0.65,2.63,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-09","IT","Parma","dew",9999,17.54,21.42,19.48,9.45,3.07,0.35,14.79,0.72,2.78,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-10","IT","Parma","dew",9999,17.46,21.33,19.39,9.39,3.06,0.35,15.32,0.78,2.92,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-11","IT","Parma","dew",9999,17.38,21.23,19.31,9.33,3.05,0.35,15.79,0.84,3.04,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-02","US","Indianapolis","dew",20,16,21,18,15.39,3.92,1.0,19.19,1.23,2.56,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-29","HR","Rijeka","dew",132,17,21,19,8.85,2.97,1.0,17.38,1.02,2.69,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-18","HR","Rijeka","dew",9999,16,21,18.17,17.95,4.24,1.0,17.51,1.04,2.72,NULL,NULL,NULL,NULL,NULL,NULL
"2020-07-28","US","Indianapolis","dew",9999,17,21,20,18.13,4.26,1.0,19.63,1.28,2.63,NULL,NULL,NULL,NULL,NULL,NULL
"2020-07-25","US","Indianapolis","dew",22,17,21,19,11.8,3.44,1.0,19.43,1.26,2.6,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-13","RS","Novi Sad","dew",69,15,20.5,17,22.63,4.76,1.0,16.75,0.95,2.56,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-12","RS","Novi Sad","dew",69,14.5,20.5,18.5,34.27,5.85,1.0,16.68,0.94,2.55,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-31","HR","Rijeka","dew",144,12,20.5,17,41.74,6.46,1.0,17.42,1.03,2.7,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-19","HR","Rijeka","dew",9999,15,20,17.33,18.94,4.35,1.0,17.56,1.04,2.73,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-01","US","Indianapolis","dew",9999,15.67,20,17.67,12.21,3.49,1.0,19.27,1.24,2.57,NULL,NULL,NULL,NULL,NULL,NULL
"2020-09-06","HR","Rijeka","dew",138,14.5,20,16.5,21.16,4.6,0.93,16.76,0.95,2.57,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-11","GB","Leeds","dew",40,14,20,16.5,29.2,5.4,0.87,13.09,0.52,2.59,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-12","GB","Leeds","dew",48,15.5,20,17,17.38,4.17,0.87,13.42,0.56,2.69,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-11","RS","Novi Sad","dew",72,15.5,20,18,17.24,4.15,1.0,16.56,0.93,2.53,NULL,NULL,NULL,NULL,NULL,NULL
"2020-07-29","US","Indianapolis","dew",9999,16,19.5,18.5,11.99,3.46,1.0,19.57,1.28,2.62,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-28","HR","Rijeka","dew",138,17,19.5,18,5.02,2.24,1.0,17.35,1.02,2.68,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-15","HR","Rijeka","dew",144,15.5,19.5,17.5,14.46,3.8,1.0,16.65,0.94,2.54,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-26","HR","Rijeka","dew",138,13,19,16.5,28.17,5.31,1.0,17.39,1.02,2.69,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-20","HR","Rijeka","dew",120,14,19,16.5,19.92,4.46,1.0,17.53,1.04,2.72,NULL,NULL,NULL,NULL,NULL,NULL
"2020-07-31","US","Indianapolis","dew",9999,15.33,19,17.33,9.03,3.0,1.0,19.36,1.25,2.59,NULL,NULL,NULL,NULL,NULL,NULL
"2021-07-26","US","El Paso","dew",48,10,19,14,55.95,7.48,1.0,13.59,0.58,2.67,NULL,NULL,NULL,NULL,NULL,NULL
"2020-09-07","HR","Rijeka","dew",144,12.5,19,14,39.93,6.32,0.93,16.7,0.94,2.55,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-03","US","Indianapolis","dew",23,16,19,17,8.5,2.92,1.0,19.06,1.22,2.54,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-27","HR","Rijeka","dew",132,16,18.5,16.5,8.35,2.89,1.0,17.35,1.02,2.68,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-08","GB","Cardiff","dew",24,13,18,14,33.84,5.82,0.58,13.89,0.61,2.86,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-24","HR","Rijeka","dew",102,10,18,14,28.36,5.33,1.0,17.54,1.04,2.72,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-09","GB","Cardiff","dew",22,15,18,16,10.22,3.2,0.58,13.95,0.62,2.88,NULL,NULL,NULL,NULL,NULL,NULL
"2023-07-09","HR","Zagreb","dew",9999,10.5,18,16,50.69,7.12,0.29,12.88,0.5,2.73,NULL,NULL,NULL,NULL,NULL,NULL
"2023-07-08","HR","Zagreb","dew",9999,10.5,18,16,50.69,7.12,0.29,12.32,0.43,2.57,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-19","GB","Leeds","dew",34,12.5,18,15,31.21,5.59,0.87,13.71,0.59,2.77,NULL,NULL,NULL,NULL,NULL,NULL
"2020-07-30","US","Indianapolis","dew",19,15,18,17,5.85,2.42,1.0,19.46,1.26,2.6,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-09","XK","Pristina","dew",9999,8.97,17.91,15.92,65.9,8.12,0.29,10.64,0.24,2.59,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-10","XK","Pristina","dew",9999,8.97,17.89,15.9,65.77,8.11,0.29,11.17,0.3,2.75,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-20","GB","Leeds","dew",9999,12.21,17.88,14.69,34.02,5.83,0.87,13.76,0.6,2.79,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-11","XK","Pristina","dew",9999,8.96,17.88,15.88,65.65,8.1,0.29,11.59,0.35,2.87,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-12","XK","Pristina","dew",9999,8.96,17.86,15.87,65.52,8.09,0.29,11.95,0.39,2.98,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-21","GB","Leeds","dew",9999,11.93,17.76,14.38,36.82,6.07,0.87,13.79,0.6,2.79,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-22","GB","Leeds","dew",9999,11.64,17.64,14.07,39.63,6.3,0.87,13.8,0.6,2.8,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-23","GB","Leeds","dew",9999,11.36,17.52,13.76,42.44,6.51,0.87,13.8,0.6,2.8,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-14","RS","Novi Sad","dew",66,14,17.5,16,8.45,2.91,1.0,16.84,0.96,2.58,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-24","GB","Leeds","dew",9999,11.07,17.4,13.45,45.24,6.73,0.87,13.79,0.6,2.79,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-25","GB","Leeds","dew",9999,10.79,17.29,13.14,48.05,6.93,0.87,13.76,0.6,2.79,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-26","GB","Leeds","dew",9999,10.5,17.17,12.83,50.86,7.13,0.87,13.72,0.6,2.77,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-27","GB","Leeds","dew",9999,10.21,17.05,12.52,53.66,7.33,0.87,13.68,0.59,2.76,NULL,NULL,NULL,NULL,NULL,NULL
"2021-07-23","US","El Paso","dew",25,10,17,14,48.89,6.99,1.0,12.96,0.51,2.53,NULL,NULL,NULL,NULL,NULL,NULL
"2021-07-25","US","El Paso","dew",32,12,17,14,24.48,4.95,1.0,13.33,0.55,2.61,NULL,NULL,NULL,NULL,NULL,NULL
"2021-07-24","US","El Paso","dew",38,12,17,16,29.19,5.4,1.0,13.18,0.53,2.58,NULL,NULL,NULL,NULL,NULL,NULL
"2020-09-05","HR","Rijeka","dew",138,13,17,14.5,12.24,3.5,0.93,16.73,0.95,2.56,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-01","GB","Southend-on-Sea","dew",20,12,17,13.5,31.12,5.58,0.48,13.5,0.57,2.54,NULL,NULL,NULL,NULL,NULL,NULL
"2023-06-13","IT","Parma","dew",9999,16,17,16.5,2.06,1.44,0.43,13.78,0.6,2.53,NULL,NULL,NULL,NULL,NULL,NULL
"2019-01-02","NZ","Christchurch","dew",24,12,17,14,26.92,5.19,1.0,14.25,0.66,2.51,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-18","NL","Maastricht","dew",63,11,17,14,24.19,4.92,1.0,14.04,0.63,2.59,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-17","NL","Maastricht","dew",51,13,17,15.5,21.76,4.66,1.0,14.02,0.63,2.58,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-15","RS","Novi Sad","dew",69,7,17,10.5,76.16,8.73,1.0,16.8,0.95,2.57,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-18","XK","Pristina","dew",9999,13.01,16.66,14.62,13.3,3.65,0.58,10.52,0.22,2.55,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-19","XK","Pristina","dew",9999,12.84,16.54,14.49,14.21,3.77,0.58,10.73,0.25,2.61,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-09","DE","Potsdam","dew",9999,12.5,16.53,15.03,18.56,4.31,0.32,8.6,0.0,2.8,NULL,NULL,NULL,NULL,NULL,NULL
"2019-01-01","NZ","Christchurch","dew",9999,12,16.5,14.5,20.92,4.57,1.0,14.5,0.69,2.58,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-08","DE","Potsdam","dew",9999,12.5,16.47,14.97,17.58,4.19,0.32,8.07,-0.06,2.59,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-20","XK","Pristina","dew",9999,12.68,16.43,14.37,15.12,3.89,0.58,10.91,0.27,2.67,NULL,NULL,NULL,NULL,NULL,NULL
"2023-06-26","GB","Norwich","dew",9999,12.92,16.42,14.93,8.56,2.93,1.0,12.0,0.39,2.53,NULL,NULL,NULL,NULL,NULL,NULL
"2023-06-27","GB","Norwich","dew",9999,12.83,16.35,14.86,8.61,2.93,1.0,12.25,0.42,2.61,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-21","XK","Pristina","dew",9999,12.51,16.32,14.24,16.03,4.0,0.58,11.07,0.29,2.72,NULL,NULL,NULL,NULL,NULL,NULL
"2023-06-28","GB","Norwich","dew",9999,12.75,16.27,14.78,8.66,2.94,1.0,12.53,0.46,2.7,NULL,NULL,NULL,NULL,NULL,NULL
"2023-06-29","GB","Norwich","dew",9999,12.67,16.2,14.71,8.71,2.95,1.0,12.71,0.48,2.76,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-22","XK","Pristina","dew",9999,12.35,16.2,14.11,16.94,4.12,0.58,11.21,0.3,2.76,NULL,NULL,NULL,NULL,NULL,NULL
"2021-11-08","IN","Nashik","dew",9999,10.4,16.2,13.6,27.97,5.29,0.27,10.56,0.23,2.58,NULL,NULL,NULL,NULL,NULL,NULL
"2023-06-30","GB","Norwich","dew",9999,12.58,16.12,14.64,8.76,2.96,1.0,12.88,0.5,2.81,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-23","XK","Pristina","dew",9999,12.18,16.09,13.99,17.86,4.23,0.58,11.33,0.32,2.8,NULL,NULL,NULL,NULL,NULL,NULL
"2023-07-01","GB","Norwich","dew",9999,12.5,16.04,14.57,8.82,2.97,0.1,13.02,0.51,2.86,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-15","NL","Maastricht","dew",66,12,16,14.5,10.78,3.28,1.0,13.88,0.61,2.55,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-10","GB","Cardiff","dew",24,13,16,14,8.89,2.98,0.58,13.93,0.62,2.88,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-06","GB","Cardiff","dew",20,13,16,14,6.97,2.64,0.58,13.76,0.6,2.83,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-07","GB","Cardiff","dew",21,13,16,14.5,4.54,2.13,0.58,13.9,0.62,2.87,NULL,NULL,NULL,NULL,NULL,NULL
"2021-07-28","US","El Paso","dew",34,9,16,14,47.35,6.88,1.0,13.59,0.58,2.67,NULL,NULL,NULL,NULL,NULL,NULL
"2020-09-01","HR","Rijeka","dew",144,10.5,16,14,23.88,4.89,0.93,17.29,1.01,2.67,NULL,NULL,NULL,NULL,NULL,NULL
"2019-12-01","IL","Haifa","dew",150,13,16,15,10.75,3.28,1.0,15.0,0.74,2.85,NULL,NULL,NULL,NULL,NULL,NULL
"2021-07-27","US","El Paso","dew",42,9,16,12,50.87,7.13,1.0,13.56,0.58,2.66,NULL,NULL,NULL,NULL,NULL,NULL
"2023-07-02","GB","Norwich","dew",9999,12.42,15.97,14.49,8.87,2.98,0.1,13.17,0.53,2.91,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-11","GB","Cardiff","dew",9999,12.85,15.96,13.89,9.97,3.16,0.58,13.93,0.62,2.88,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-12","GB","Cardiff","dew",9999,12.7,15.93,13.78,11.05,3.32,0.58,13.95,0.62,2.88,NULL,NULL,NULL,NULL,NULL,NULL
"2021-07-29","US","El Paso","dew",9999,8.9,15.92,13.89,47.39,6.88,1.0,13.61,0.58,2.67,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-13","GB","Cardiff","dew",9999,12.56,15.89,13.67,12.12,3.48,0.58,13.99,0.63,2.89,NULL,NULL,NULL,NULL,NULL,NULL
"2023-07-03","GB","Norwich","dew",9999,12.33,15.89,14.42,8.92,2.99,0.1,13.32,0.55,2.95,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-14","GB","Cardiff","dew",9999,12.41,15.85,13.56,13.2,3.63,0.58,14.06,0.63,2.91,NULL,NULL,NULL,NULL,NULL,NULL
"2021-07-30","US","El Paso","dew",9999,8.8,15.84,13.78,47.42,6.89,1.0,13.62,0.58,2.67,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-15","GB","Cardiff","dew",9999,12.26,15.81,13.44,14.28,3.78,0.58,14.02,0.63,2.9,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-16","GB","Cardiff","dew",9999,12.11,15.78,13.33,15.36,3.92,0.58,14.02,0.63,2.9,NULL,NULL,NULL,NULL,NULL,NULL
"2021-07-31","US","El Paso","dew",9999,8.7,15.75,13.67,47.46,6.89,1.0,13.61,0.58,2.67,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-17","GB","Cardiff","dew",9999,11.96,15.74,13.22,16.44,4.05,0.58,14.04,0.63,2.91,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-18","GB","Cardiff","dew",9999,11.81,15.7,13.11,17.52,4.19,0.58,13.93,0.62,2.88,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-04","GB","Cardiff","dew",9999,12.25,15.67,13.33,11.5,3.39,0.58,12.83,0.49,2.55,NULL,NULL,NULL,NULL,NULL,NULL
"2021-08-01","US","El Paso","dew",9999,8.6,15.67,13.56,47.5,6.89,0.16,13.58,0.58,2.67,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-18","RS","Novi Sad","dew",69,11,15.6,12.5,13.79,3.71,1.0,16.53,0.92,2.52,NULL,NULL,NULL,NULL,NULL,NULL
"2021-08-02","US","El Paso","dew",9999,8.51,15.59,13.44,47.53,6.89,0.16,13.53,0.57,2.65,NULL,NULL,NULL,NULL,NULL,NULL
"2021-08-03","US","El Paso","dew",9999,8.41,15.51,13.33,47.57,6.9,0.16,13.46,0.56,2.64,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-17","GB","Leeds","dew",24,13.5,15.5,14.5,2.97,1.72,0.87,13.65,0.59,2.75,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-13","GB","Leeds","dew",26,14,15.5,15,2.55,1.6,0.87,13.54,0.57,2.72,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-05","GB","Cardiff","dew",24,12,15.5,13,12.66,3.56,0.58,13.28,0.54,2.68,NULL,NULL,NULL,NULL,NULL,NULL
"2021-08-04","US","El Paso","dew",9999,8.31,15.42,13.22,47.61,6.9,0.16,13.36,0.55,2.62,NULL,NULL,NULL,NULL,NULL,NULL
"2021-08-05","US","El Paso","dew",9999,8.21,15.34,13.11,47.64,6.9,0.16,13.29,0.54,2.6,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-16","RS","Novi Sad","dew",66,7,15.1,10.6,41.33,6.43,1.0,16.68,0.94,2.55,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-17","RS","Novi Sad","dew",72,11,15.1,13.5,14.9,3.86,1.0,16.64,0.94,2.54,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-18","GB","Leeds","dew",46,12.5,15,13.5,5.48,2.34,0.87,13.64,0.59,2.75,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-14","GB","Leeds","dew",40,13,15,14,3.56,1.89,0.87,13.57,0.58,2.73,NULL,NULL,NULL,NULL,NULL,NULL
"2023-10-10","GB","Manchester","dew",9999,11.69,14.85,13.7,14.94,3.87,0.48,9.64,0.12,2.51,NULL,NULL,NULL,NULL,NULL,NULL
"2023-10-11","GB","Manchester","dew",9999,11.58,14.8,13.6,15.52,3.94,0.48,10.04,0.17,2.64,NULL,NULL,NULL,NULL,NULL,NULL
"2023-10-12","GB","Manchester","dew",9999,11.48,14.75,13.51,16.1,4.01,0.48,10.39,0.21,2.76,NULL,NULL,NULL,NULL,NULL,NULL
"2023-10-13","GB","Manchester","dew",9999,11.37,14.7,13.41,16.68,4.08,0.48,10.71,0.24,2.86,NULL,NULL,NULL,NULL,NULL,NULL
"2023-10-14","GB","Manchester","dew",9999,11.27,14.65,13.31,17.26,4.15,0.48,10.98,0.28,2.95,NULL,NULL,NULL,NULL,NULL,NULL
"2023-10-15","GB","Manchester","dew",9999,11.16,14.6,13.21,17.84,4.22,0.48,11.23,0.3,3.04,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-14","NL","Maastricht","dew",69,10,14.5,11.5,19.8,4.45,1.0,13.79,0.6,2.52,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-25","HR","Rijeka","dew",138,11.5,14.5,13.5,6.53,2.56,1.0,17.41,1.03,2.7,NULL,NULL,NULL,NULL,NULL,NULL
"2020-09-04","HR","Rijeka","dew",144,6,14.5,10,46.32,6.81,0.93,16.74,0.95,2.56,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-16","GB","Leeds","dew",27,13,14.5,14,2.81,1.68,0.87,13.59,0.58,2.74,NULL,NULL,NULL,NULL,NULL,NULL
"2020-08-15","GB","Leeds","dew",22,13,14,13.5,1.65,1.28,0.87,13.57,0.58,2.73,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-16","NL","Maastricht","dew",33,12,13.5,13,3.41,1.85,1.0,13.91,0.62,2.55,NULL,NULL,NULL,NULL,NULL,NULL
"2021-09-28","ES","Granada","dew",9999,8.8,13,10.6,17.71,4.21,0.77,8.62,0.0,2.51,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-20","NL","Maastricht","dew",72,9,13,10,10.42,3.23,1.0,13.75,0.6,2.51,NULL,NULL,NULL,NULL,NULL,NULL
"2021-02-17","CL","Rancagua","dew",55,10,13,11,6.89,2.62,1.0,12.93,0.5,2.53,NULL,NULL,NULL,NULL,NULL,NULL
"2021-02-16","CL","Santiago","dew",140,11.5,13,12,2.02,1.42,1.0,12.35,0.44,2.56,NULL,NULL,NULL,NULL,NULL,NULL
"2021-09-08","ES","Granada","dew",9999,9.81,12.94,11.81,9.72,3.12,0.77,8.98,0.04,2.65,NULL,NULL,NULL,NULL,NULL,NULL
"2021-09-09","ES","Granada","dew",9999,9.78,12.84,11.78,9.5,3.08,0.77,9.32,0.08,2.77,NULL,NULL,NULL,NULL,NULL,NULL
"2021-09-29","ES","Granada","dew",9999,8.56,12.8,10.42,18.02,4.24,0.77,8.67,0.01,2.53,NULL,NULL,NULL,NULL,NULL,NULL
"2021-09-10","ES","Granada","dew",9999,9.75,12.75,11.75,9.28,3.05,0.77,9.62,0.12,2.88,NULL,NULL,NULL,NULL,NULL,NULL
"2019-10-25","DE","Hannover","dew",9999,9.94,12.72,11.1,9.27,3.04,0.42,6.25,-0.28,2.6,NULL,NULL,NULL,NULL,NULL,NULL
"2021-09-30","ES","Granada","dew",9999,8.32,12.6,10.24,18.33,4.28,0.77,8.71,0.01,2.55,NULL,NULL,NULL,NULL,NULL,NULL
"2019-08-19","NL","Maastricht","dew",69,9.5,12.5,11,5.4,2.32,1.0,13.9,0.62,2.55,NULL,NULL,NULL,NULL,NULL,NULL
"2019-09-17","DE","Potsdam","dew",9999,9.04,12.5,11.96,11.35,3.37,0.57,7.93,-0.08,2.54,NULL,NULL,NULL,NULL,NULL,NULL
"2020-09-02","HR","Rijeka","dew",132,9,12.5,10.5,8.23,2.87,0.93,17.06,0.98,2.63,NULL,NULL,NULL,NULL,NULL,NULL
"2021-02-19","CL","Santiago","dew",150,9,12,10,10.29,3.21,1.0,12.25,0.42,2.52,NULL,NULL,NULL,NULL,NULL,NULL
"2021-02-17","CL","Santiago","dew",170,10,12,11,4.59,2.14,1.0,12.48,0.45,2.61,NULL,NULL,NULL,NULL,NULL,NULL
"2021-02-18","CL","Santiago","dew",210,8,11,9,8.25,2.87,1.0,12.35,0.44,2.56,NULL,NULL,NULL,NULL,NULL,NULL
"2020-09-03","HR","Rijeka","dew",108,9,11,9.5,2.56,1.6,0.93,16.81,0.96,2.58,NULL,NULL,NULL,NULL,NULL,NULL
"2021-10-17","CA","Victoria","dew",19,6.2,10.7,8,25.06,5.01,0.9,5.37,-0.38,2.55,NULL,NULL,NULL,NULL,NULL,NULL
"2019-07-15","GB","Norwich","dew",9999,8.98,10.54,10.03,2.45,1.57,0.48,11.91,0.38,2.51,NULL,NULL,NULL,NULL,NULL,NULL
"2019-07-13","GB","Norwich","dew",9999,8.99,10.53,10.02,2.29,1.51,0.48,11.91,0.38,2.51,NULL,NULL,NULL,NULL,NULL,NULL
"2019-07-12","GB","Norwich","dew",9999,8.99,10.53,10.02,2.21,1.49,0.48,11.93,0.39,2.51,NULL,NULL,NULL,NULL,NULL,NULL
